Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-02	Hämeenlinna	Etelä-Häme (EH)	Suomi	60.83453	24.41906		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-01	Jämsä	Etelä-Häme (EH)	Suomi	62.205235	24.982882	Sure	NEUTRAL	Notebook, general observations
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-08-29	Kuopio, Siilinjärvi	Pohjois-Savo (PS)	Suomi	62.9	27.9		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-08-29	Helsinki	Uusimaa (U)	Suomi	60.24296	25.2097		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	5	2023-08-28	Ii	Oulun Pohjanmaa (OP)	Suomi	65.501571	25.602347	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-08-27	Jyväskylä, Laukaa, Muurame	Etelä-Häme (EH), Pohjois-Häme (PH)	Suomi	62.3	25.7		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-08-27	Hartola	Etelä-Häme (EH)	Suomi	61.66254	26.03581		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-08-23	Hyrynsalmi	Kainuu (Kn)	Suomi	64.658509	28.09426		NEUTRAL	TUR-A Fungus collections of the the Åbo Akademi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-05-28	Ilomantsi	Pohjois-Karjala (PK)	Suomi	62.60902	30.87044		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2022-09-29	Parainen	Varsinais-Suomi (V)	Suomi	60.27842	22.41882		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	muutama	2022-09-24	Kemiönsaari	Varsinais-Suomi (V)	Suomi	60.02747	22.386531	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2022-09-21	Tammela	Etelä-Häme (EH)	Suomi	60.68654	23.83269		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2022-09-15	Turku	Varsinais-Suomi (V)	Suomi	60.585855	22.351588	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2022-09-14	Inari	Inarin Lappi (InL)	Suomi	68.627891	28.430837	Sure	NEUTRAL	The Atlas of Finnish Fungi
