Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-11 [6:08-14:48]	Turku	Varsinais-Suomi (V)	Suomi	60.4521	22.34661	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-11 - 2025-08-17	Vantaa	Uusimaa (U)	Suomi	60.306714	24.834028	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-11	Vöyri	Etelä-Pohjanmaa (EP)	Suomi	63.177569	22.17525	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-10	Porvoo	Uusimaa (U)	Suomi	60.37519	25.73167		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)	many	2025-08-07 - 2025-08-31	Laukaa	Pohjois-Häme (PH)	Suomi	62.487792	25.751753	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-06	Espoo	Uusimaa (U)	Suomi	60.267364	24.647603	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-06	Hollola	Etelä-Häme (EH)	Suomi	61.00884	25.19819		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-03	Vaasa	Etelä-Pohjanmaa (EP)	Suomi	63.041061	21.595506	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-02	Porvoo	Uusimaa (U)	Suomi	60.4147	25.66765		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-07-24 [14:26-14:43]	Salo	Varsinais-Suomi (V)	Suomi	60.431549	23.072176	Sure	NEUTRAL	The Atlas of Finnish Fungi
